task_id,stage,stage_label,sample_index,label,embedding_1,embedding_2
gue_mouse_0,source,Source scores,71,0,-6.556938648223877,2.4460039138793945
gue_mouse_0,source,Source scores,72,1,-6.118241786956787,17.68069076538086
gue_mouse_0,source,Source scores,73,0,20.285472869873047,-16.232494354248047
gue_mouse_0,source,Source scores,74,0,10.118287086486816,-10.360248565673828
gue_mouse_0,source,Source scores,75,1,-8.890830993652344,12.072410583496094
gue_mouse_0,source,Source scores,76,0,10.965601921081543,-5.471117973327637
gue_mouse_0,source,Source scores,77,1,-5.687985897064209,12.807948112487793
gue_mouse_0,source,Source scores,78,1,-5.176662921905518,-5.592459201812744
gue_mouse_0,source,Source scores,79,1,-9.43248462677002,10.372851371765137
gue_mouse_0,source,Source scores,80,1,2.2296345233917236,-17.6785831451416
gue_mouse_0,source,Source scores,81,1,-20.32326316833496,7.072958946228027
gue_mouse_0,source,Source scores,82,0,20.83313751220703,-14.329249382019043
gue_mouse_0,source,Source scores,83,0,-15.342629432678223,14.862127304077148
gue_mouse_0,source,Source scores,84,1,4.065033435821533,-1.1864807605743408
gue_mouse_0,source,Source scores,85,1,-21.64948844909668,9.135339736938477
gue_mouse_0,source,Source scores,86,1,-17.351207733154297,11.336433410644531
gue_mouse_0,source,Source scores,87,1,20.87082862854004,-1.3414336442947388
gue_mouse_0,source,Source scores,88,1,-13.443869590759277,10.90162181854248
gue_mouse_0,source,Source scores,89,0,8.864541053771973,-13.744293212890625
gue_mouse_0,source,Source scores,90,1,-11.070828437805176,10.117995262145996
gue_mouse_0,source,Source scores,91,1,-12.340348243713379,13.763856887817383
gue_mouse_0,source,Source scores,92,0,9.1254301071167,-12.154274940490723
gue_mouse_0,source,Source scores,93,0,8.675426483154297,-0.8562453985214233
gue_mouse_0,source,Source scores,94,1,-16.471696853637695,1.1625257730484009
gue_mouse_0,source,Source scores,95,1,4.043099403381348,5.3616838455200195
gue_mouse_0,source,Source scores,96,0,5.277970314025879,-6.297703742980957
gue_mouse_0,source,Source scores,97,0,7.030174732208252,-11.869637489318848
gue_mouse_0,source,Source scores,98,1,-4.762319564819336,7.693450450897217
gue_mouse_0,source,Source scores,99,0,2.748898506164551,-9.712342262268066
gue_mouse_0,source,Source scores,100,1,19.792551040649414,-4.865645885467529
gue_mouse_0,source,Source scores,101,1,-16.125768661499023,12.502944946289062
gue_mouse_0,source,Source scores,102,1,-22.862424850463867,9.396915435791016
gue_mouse_0,source,Source scores,103,1,18.732749938964844,-0.9683114886283875
gue_mouse_0,source,Source scores,104,0,-0.6595073342323303,6.439233779907227
gue_mouse_0,source,Source scores,105,1,-11.658502578735352,12.119973182678223
gue_mouse_0,source,Source scores,106,1,-17.474611282348633,18.057212829589844
gue_mouse_0,source,Source scores,107,1,-20.50353240966797,17.10771942138672
gue_mouse_0,source,Source scores,108,0,15.188176155090332,-12.249788284301758
gue_mouse_0,source,Source scores,109,0,12.0418701171875,-15.94275951385498
gue_mouse_0,source,Source scores,110,0,22.792736053466797,-4.637418746948242
gue_mouse_0,source,Source scores,111,0,6.3973822593688965,10.597660064697266
gue_mouse_0,source,Source scores,112,1,-19.042572021484375,7.483851909637451
gue_mouse_0,source,Source scores,113,0,8.448437690734863,-7.0683722496032715
gue_mouse_0,source,Source scores,114,1,-22.71474266052246,13.399320602416992
gue_mouse_0,source,Source scores,115,0,14.44265079498291,-6.022252559661865
gue_mouse_0,source,Source scores,116,1,13.066084861755371,-4.242737770080566
gue_mouse_0,source,Source scores,117,0,-21.506656646728516,7.088610649108887
gue_mouse_0,source,Source scores,118,1,-20.108877182006836,9.841500282287598
gue_mouse_0,source,Source scores,119,1,-21.486976623535156,15.711112976074219
gue_mouse_0,source,Source scores,120,1,-10.48532772064209,7.796136379241943
gue_mouse_0,source,Source scores,121,0,-7.088488578796387,1.1641316413879395
gue_mouse_0,source,Source scores,122,0,-3.3739025592803955,-4.976767539978027
gue_mouse_0,source,Source scores,123,1,-21.2531795501709,4.917160511016846
gue_mouse_0,source,Source scores,124,0,-10.152318000793457,9.361651420593262
gue_mouse_0,source,Source scores,125,0,-15.577713966369629,-1.538999080657959
gue_mouse_0,source,Source scores,126,1,13.947382926940918,-16.792152404785156
gue_mouse_0,source,Source scores,127,0,13.959349632263184,-15.024361610412598
gue_mouse_0,source,Source scores,128,1,9.349742889404297,7.012404918670654
gue_mouse_0,source,Source scores,129,0,14.042393684387207,-1.6553744077682495
gue_mouse_0,source,Source scores,130,1,-15.433159828186035,8.586085319519043
gue_mouse_0,source,Source scores,131,1,10.379505157470703,-1.4140366315841675
gue_mouse_0,source,Source scores,132,0,1.5367695093154907,-16.34339714050293
gue_mouse_0,source,Source scores,133,1,12.19621753692627,-0.012544050812721252
gue_mouse_0,source,Source scores,134,0,7.152441501617432,5.010892868041992
gue_mouse_0,source,Source scores,135,1,19.690168380737305,-8.04440975189209
gue_mouse_0,source,Source scores,136,1,-18.152973175048828,10.902554512023926
gue_mouse_0,source,Source scores,137,1,-15.68034553527832,-1.580520510673523
gue_mouse_0,source,Source scores,138,1,10.936951637268066,6.280383586883545
gue_mouse_0,source,Source scores,139,0,12.987308502197266,-14.192349433898926
gue_mouse_0,source,Source scores,140,1,-7.942207336425781,11.09384822845459
gue_mouse_0,source,Source scores,141,1,-15.67117691040039,11.748895645141602
gue_mouse_0,source,Source scores,142,1,7.562193870544434,-11.333535194396973
gue_mouse_0,source,Source scores,143,1,11.760746955871582,-11.289191246032715
gue_mouse_0,source,Source scores,144,1,-21.05557632446289,17.687475204467773
gue_mouse_0,source,Source scores,145,0,11.998199462890625,-3.442131519317627
gue_mouse_0,source,Source scores,146,0,22.578033447265625,-9.451664924621582
gue_mouse_0,source,Source scores,147,1,-15.943814277648926,7.304404258728027
gue_mouse_0,source,Source scores,148,1,7.279573440551758,5.277065277099609
gue_mouse_0,source,Source scores,149,0,0.7944858074188232,3.8788275718688965
gue_mouse_0,source,Source scores,150,1,-12.56445598602295,5.673154830932617
gue_mouse_0,source,Source scores,151,0,9.816571235656738,-15.05419635772705
gue_mouse_0,source,Source scores,152,0,7.041175365447998,-7.239431858062744
gue_mouse_0,source,Source scores,153,0,-18.83392333984375,13.333192825317383
gue_mouse_0,source,Source scores,154,1,-12.074518203735352,11.85116195678711
gue_mouse_0,source,Source scores,155,0,5.539942264556885,-10.611693382263184
gue_mouse_0,source,Source scores,156,1,-15.015494346618652,9.593247413635254
gue_mouse_0,source,Source scores,157,1,-14.249431610107422,12.227437973022461
gue_mouse_0,source,Source scores,158,0,16.900266647338867,-7.505930423736572
gue_mouse_0,source,Source scores,159,0,-5.061187267303467,12.950336456298828
gue_mouse_0,source,Source scores,160,0,17.205904006958008,-10.13405990600586
gue_mouse_0,source,Source scores,161,0,-10.488213539123535,15.992682456970215
gue_mouse_0,source,Source scores,162,0,15.12069320678711,-16.2200927734375
gue_mouse_0,source,Source scores,163,1,5.298266410827637,-16.86623764038086
gue_mouse_0,source,Source scores,164,1,-18.911453247070312,12.156874656677246
gue_mouse_0,source,Source scores,165,0,-2.389833927154541,-14.275527954101562
gue_mouse_0,source,Source scores,166,1,-21.867361068725586,5.276930332183838
gue_mouse_0,source,Source scores,167,1,5.401654243469238,-18.179351806640625
gue_mouse_0,source,Source scores,168,0,3.693830728530884,-3.248767614364624
gue_mouse_0,source,Source scores,169,0,12.04520034790039,-4.113982200622559
gue_mouse_0,source,Source scores,170,0,12.083636283874512,-8.38378620147705
gue_mouse_0,source,Source scores,171,0,-4.313331604003906,15.018794059753418
gue_mouse_0,source,Source scores,172,1,-12.066606521606445,13.298320770263672
gue_mouse_0,source,Source scores,173,0,15.991084098815918,-6.066204071044922
gue_mouse_0,source,Source scores,174,1,-11.851372718811035,11.174651145935059
gue_mouse_0,source,Source scores,175,0,14.7670316696167,-4.186002254486084
gue_mouse_0,source,Source scores,176,1,0.9946531057357788,11.031882286071777
gue_mouse_0,source,Source scores,177,1,-11.961063385009766,16.965532302856445
gue_mouse_0,source,Source scores,178,0,14.561663627624512,-12.011857986450195
gue_mouse_0,source,Source scores,179,1,-7.576213359832764,12.540114402770996
gue_mouse_0,source,Source scores,180,1,-10.672872543334961,13.546329498291016
gue_mouse_0,source,Source scores,181,1,-10.986713409423828,5.203431129455566
gue_mouse_0,source,Source scores,182,0,14.82602310180664,-0.05749593302607536
gue_mouse_0,source,Source scores,183,1,4.769278526306152,-18.378644943237305
gue_mouse_0,source,Source scores,184,0,-7.372861862182617,-5.230741024017334
gue_mouse_0,source,Source scores,185,0,12.399648666381836,-16.065885543823242
gue_mouse_0,source,Source scores,186,0,22.693979263305664,-8.270853042602539
gue_mouse_0,source,Source scores,187,0,13.078590393066406,-12.694831848144531
gue_mouse_0,source,Source scores,188,0,9.216461181640625,-9.819356918334961
gue_mouse_0,source,Source scores,189,1,2.34900164604187,-16.727294921875
gue_mouse_0,source,Source scores,190,1,-14.870549201965332,7.811431407928467
gue_mouse_0,source,Source scores,191,0,-4.158633232116699,-11.176223754882812
gue_mouse_0,source,Source scores,192,0,6.488701343536377,-5.194565773010254
gue_mouse_0,source,Source scores,193,0,20.88559341430664,-14.156977653503418
gue_mouse_0,source,Source scores,194,1,-15.841601371765137,17.365680694580078
gue_mouse_0,source,Source scores,195,1,-17.961624145507812,8.86248779296875
gue_mouse_0,source,Source scores,196,0,-4.398024082183838,-6.842206954956055
gue_mouse_0,source,Source scores,197,0,20.24589729309082,-7.162087440490723
gue_mouse_0,source,Source scores,198,1,-7.1734843254089355,10.785407066345215
gue_mouse_0,source,Source scores,199,0,13.474821090698242,-5.166611194610596
gue_mouse_0,source,Source scores,200,1,13.055529594421387,-7.5185394287109375
gue_mouse_0,source,Source scores,201,0,14.55447006225586,-10.21187973022461
gue_mouse_0,source,Source scores,202,0,11.762619018554688,-15.538785934448242
gue_mouse_0,source,Source scores,203,0,22.801616668701172,-8.17886734008789
gue_mouse_0,source,Source scores,204,0,3.8094730377197266,-6.281954765319824
gue_mouse_0,source,Source scores,205,0,17.088022232055664,-9.28658390045166
gue_mouse_0,source,Source scores,206,1,15.816609382629395,-18.152847290039062
gue_mouse_0,source,Source scores,207,0,20.326616287231445,-0.2852444052696228
gue_mouse_0,source,Source scores,208,1,-17.8504695892334,6.843121528625488
gue_mouse_0,source,Source scores,209,0,17.1436710357666,-4.749826908111572
gue_mouse_0,source,Source scores,210,0,11.456147193908691,-6.905519008636475
gue_mouse_0,source,Source scores,211,1,-15.97265338897705,13.825026512145996
gue_mouse_0,source,Source scores,212,1,-9.594047546386719,3.7936065196990967
gue_mouse_0,source,Source scores,213,1,-4.907477378845215,8.980533599853516
gue_mouse_0,source,Source scores,214,0,1.421429991722107,-16.54083824157715
gue_mouse_0,source,Source scores,215,0,17.757299423217773,-7.252731800079346
gue_mouse_0,source,Source scores,216,0,11.435546875,-3.097888946533203
gue_mouse_0,source,Source scores,217,1,-7.849083423614502,9.162532806396484
gue_mouse_0,source,Source scores,218,1,-8.458796501159668,10.20305347442627
gue_mouse_0,source,Source scores,219,1,8.240827560424805,-9.38516616821289
gue_mouse_0,source,Source scores,220,0,-2.7484774589538574,-0.25919434428215027
gue_mouse_0,source,Source scores,221,1,-15.975503921508789,9.765460968017578
gue_mouse_0,source,Source scores,222,1,-18.688282012939453,9.945379257202148
gue_mouse_0,source,Source scores,223,0,13.82863712310791,-10.476598739624023
gue_mouse_0,source,Source scores,224,0,8.946244239807129,5.11233377456665
gue_mouse_0,source,Source scores,225,0,14.333647727966309,-20.455116271972656
gue_mouse_0,source,Source scores,226,1,-19.393356323242188,1.924438238143921
gue_mouse_0,source,Source scores,227,0,6.932491302490234,-13.598748207092285
gue_mouse_0,source,Source scores,228,1,-18.294193267822266,9.503129005432129
gue_mouse_0,source,Source scores,229,0,6.32656192779541,-4.526880264282227
gue_mouse_0,source,Source scores,230,0,15.338762283325195,-9.029685974121094
gue_mouse_0,source,Source scores,231,0,14.203850746154785,-7.382883548736572
gue_mouse_0,source,Source scores,232,1,-8.748421669006348,11.20925521850586
gue_mouse_0,source,Source scores,233,0,12.9915771484375,-2.372040271759033
gue_mouse_0,source,Source scores,234,0,5.36822509765625,-12.220782279968262
gue_mouse_0,source,Source scores,235,1,2.0685458183288574,-16.166513442993164
gue_mouse_0,source,Source scores,236,0,18.023784637451172,-0.07327502965927124
gue_mouse_0,source,Source scores,237,1,-9.031990051269531,8.116508483886719
gue_mouse_0,source,Source scores,238,1,-20.21856117248535,9.720466613769531
gue_mouse_0,source,Source scores,239,0,6.298249244689941,10.513736724853516
gue_mouse_0,source,Source scores,240,0,-3.1359548568725586,-5.424478530883789
gue_mouse_0,source,Source scores,241,0,19.6207218170166,-7.113872051239014
gue_mouse_0,source,Source scores,242,1,-12.235382080078125,15.08020305633545
gue_mouse_0,source,Source scores,243,0,13.051546096801758,-10.77572250366211
gue_mouse_0,source,Source scores,244,1,-22.200281143188477,11.92618179321289
gue_mouse_0,source,Source scores,245,1,-17.47928237915039,0.32789140939712524
gue_mouse_0,source,Source scores,246,1,-22.263561248779297,9.342617988586426
gue_mouse_0,source,Source scores,247,1,-6.4044623374938965,15.58244514465332
gue_mouse_0,source,Source scores,248,1,16.514375686645508,1.9356918334960938
gue_mouse_0,source,Source scores,249,0,-0.9230554699897766,-13.36182689666748
gue_mouse_0,source,Source scores,250,1,-24.36858558654785,10.982769966125488
gue_mouse_0,source,Source scores,251,0,12.238256454467773,-7.5227203369140625
gue_mouse_0,source,Source scores,252,0,4.714552402496338,-12.510293006896973
gue_mouse_0,source,Source scores,253,1,-21.805374145507812,2.4754600524902344
gue_mouse_0,source,Source scores,254,1,0.9972667694091797,4.906864166259766
gue_mouse_0,source,Source scores,255,0,-0.043474968522787094,-14.530598640441895
gue_mouse_0,source,Source scores,256,0,1.844018816947937,-9.203363418579102
gue_mouse_0,source,Source scores,257,0,7.682089328765869,-13.578803062438965
gue_mouse_0,source,Source scores,258,0,1.3681594133377075,-12.472156524658203
gue_mouse_0,source,Source scores,259,1,-14.331083297729492,6.2925333976745605
gue_mouse_0,source,Source scores,260,0,11.769420623779297,-14.517633438110352
gue_mouse_0,source,Source scores,261,1,-17.578136444091797,15.75506591796875
gue_mouse_0,source,Source scores,262,1,20.290843963623047,-6.517178535461426
gue_mouse_0,source,Source scores,263,1,-14.068242073059082,2.8235607147216797
gue_mouse_0,source,Source scores,264,1,-25.448566436767578,4.561046600341797
gue_mouse_0,source,Source scores,265,1,13.053617477416992,-18.18212890625
gue_mouse_0,source,Source scores,266,0,14.10645580291748,-4.307994365692139
gue_mouse_0,source,Source scores,267,1,-18.190855026245117,10.140347480773926
gue_mouse_0,source,Source scores,268,0,13.814621925354004,-13.189421653747559
gue_mouse_0,source,Source scores,269,0,-13.117100715637207,15.733105659484863
gue_mouse_0,source,Source scores,270,0,20.27263832092285,-10.50167465209961
gue_mouse_0,source,Source scores,271,0,10.92015552520752,-12.835204124450684
gue_mouse_0,source,Source scores,272,0,17.432680130004883,-16.109540939331055
gue_mouse_0,source,Source scores,273,0,3.8319811820983887,-12.858407020568848
gue_mouse_0,source,Source scores,274,1,-16.785709381103516,8.971924781799316
gue_mouse_0,source,Source scores,275,0,6.475146770477295,0.7140871286392212
gue_mouse_0,source,Source scores,276,0,2.531916379928589,7.374429702758789
gue_mouse_0,source,Source scores,277,1,-23.390724182128906,10.54721736907959
gue_mouse_0,source,Source scores,278,1,17.828889846801758,-13.409690856933594
gue_mouse_0,source,Source scores,279,1,15.386956214904785,-7.539246082305908
gue_mouse_0,source,Source scores,280,0,-17.560626983642578,9.431611061096191
gue_mouse_0,source,Source scores,281,1,-2.5593361854553223,15.683774948120117
gue_mouse_0,source,Source scores,282,0,14.502228736877441,0.004372551571577787
gue_mouse_0,source,Source scores,283,1,-11.26038932800293,9.655460357666016
gue_mouse_0,source,Source scores,284,0,10.0288724899292,-12.522567749023438
gue_mouse_0,source,Source scores,285,1,-10.580158233642578,13.481120109558105
gue_mouse_0,source,Source scores,286,0,15.622666358947754,-11.634963035583496
gue_mouse_0,source,Source scores,287,1,-19.64202880859375,2.4397268295288086
gue_mouse_0,source,Source scores,288,1,-12.377119064331055,-0.2526203989982605
gue_mouse_0,source,Source scores,289,0,3.8513431549072266,-11.502443313598633
gue_mouse_0,source,Source scores,290,0,17.632568359375,-3.3971140384674072
gue_mouse_0,source,Source scores,291,0,-21.61444091796875,1.4487162828445435
gue_mouse_0,source,Source scores,292,0,1.6562336683273315,-14.84873104095459
gue_mouse_0,source,Source scores,293,0,16.43879508972168,-3.3734207153320312
gue_mouse_0,source,Source scores,294,1,-19.156808853149414,9.293906211853027
gue_mouse_0,source,Source scores,295,1,-12.26396369934082,4.332058429718018
gue_mouse_0,source,Source scores,296,0,-24.72593116760254,6.367467880249023
gue_mouse_0,source,Source scores,297,1,-4.344598770141602,17.516847610473633
gue_mouse_0,source,Source scores,298,0,-17.35420036315918,4.362436294555664
gue_mouse_0,source,Source scores,299,1,-5.583133220672607,2.019737720489502
gue_mouse_0,source,Source scores,300,1,-17.357250213623047,10.839090347290039
gue_mouse_0,source,Source scores,301,1,-18.76400375366211,8.212932586669922
gue_mouse_0,source,Source scores,302,0,9.796975135803223,-4.900339126586914
gue_mouse_0,source,Source scores,303,0,20.994966506958008,-12.82701587677002
gue_mouse_0,source,Source scores,304,1,6.942996501922607,-3.9237008094787598
gue_mouse_0,source,Source scores,305,0,18.051694869995117,-8.136332511901855
gue_mouse_0,source,Source scores,306,1,7.790607929229736,-15.221963882446289
gue_mouse_0,source,Source scores,307,1,-5.985939979553223,12.07864761352539
gue_mouse_0,source,Source scores,308,0,-18.295896530151367,3.644345998764038
gue_mouse_0,source,Source scores,309,1,13.365571022033691,-9.036908149719238
gue_mouse_0,source,Source scores,310,1,-9.900169372558594,16.978525161743164
gue_mouse_0,source,Source scores,311,0,-2.87664532661438,3.7182977199554443
gue_mouse_0,source,Source scores,312,0,10.84044361114502,-18.63428497314453
gue_mouse_0,source,Source scores,313,1,-16.51694107055664,16.656309127807617
gue_mouse_0,source,Source scores,314,1,-19.24183464050293,12.329248428344727
gue_mouse_0,source,Source scores,315,1,-4.102779388427734,12.78179931640625
gue_mouse_0,source,Source scores,316,0,15.900067329406738,-4.86179780960083
gue_mouse_0,source,Source scores,317,1,-6.731032848358154,18.891395568847656
gue_mouse_0,source,Source scores,318,0,-2.8926894664764404,-4.3934855461120605
gue_mouse_0,source,Source scores,319,1,-12.503263473510742,11.544681549072266
gue_mouse_0,source,Source scores,320,0,0.5435649752616882,-17.257898330688477
gue_mouse_0,source,Source scores,321,0,18.070703506469727,-7.474339008331299
gue_mouse_0,source,Source scores,322,1,-19.857906341552734,5.895133018493652
gue_mouse_0,source,Source scores,323,1,-15.28879451751709,12.80504035949707
gue_mouse_0,source,Source scores,324,0,15.416901588439941,-9.598867416381836
gue_mouse_0,source,Source scores,325,1,-19.818933486938477,8.340620994567871
gue_mouse_0,source,Source scores,326,1,1.2461234331130981,3.2429285049438477
gue_mouse_0,source,Source scores,327,0,9.75446891784668,-14.235289573669434
gue_mouse_0,source,Source scores,328,0,9.067840576171875,-10.624011039733887
gue_mouse_0,source,Source scores,329,1,-12.622222900390625,4.423941612243652
gue_mouse_0,source,Source scores,330,0,13.946887969970703,-14.186456680297852
gue_mouse_0,source,Source scores,331,0,8.108201026916504,-1.7867090702056885
gue_mouse_0,source,Source scores,332,1,-1.2126504182815552,15.640242576599121
gue_mouse_0,source,Source scores,333,0,5.990760326385498,-12.09970760345459
gue_mouse_0,source,Source scores,334,0,6.613668441772461,-15.396361351013184
gue_mouse_0,source,Source scores,335,1,16.330678939819336,-2.3420586585998535
gue_mouse_0,source,Source scores,336,0,9.831284523010254,-7.763038158416748
gue_mouse_0,source,Source scores,337,0,-0.42011454701423645,-11.109945297241211
gue_mouse_0,source,Source scores,338,1,7.753320217132568,-19.150297164916992
gue_mouse_0,source,Source scores,339,0,-7.017673969268799,19.029233932495117
gue_mouse_0,source,Source scores,340,1,-15.042752265930176,10.333649635314941
gue_mouse_0,source,Source scores,341,1,-1.922879695892334,-14.672518730163574
gue_mouse_0,source,Source scores,342,0,-11.034643173217773,14.405778884887695
gue_mouse_0,source,Source scores,343,1,-7.076478481292725,15.640447616577148
gue_mouse_0,source,Source scores,344,0,20.768457412719727,-11.817532539367676
gue_mouse_0,source,Source scores,345,0,8.630459785461426,2.770263671875
gue_mouse_0,source,Source scores,346,1,-23.861913681030273,15.7069091796875
gue_mouse_0,source,Source scores,347,1,-19.979541778564453,3.666456937789917
gue_mouse_0,source,Source scores,348,0,21.39639663696289,-10.39467716217041
gue_mouse_0,source,Source scores,349,0,-2.4852242469787598,-6.7344560623168945
gue_mouse_0,source,Source scores,350,1,-18.50223731994629,9.298253059387207
gue_mouse_0,source,Source scores,351,0,13.669920921325684,-15.948201179504395
gue_mouse_0,source,Source scores,352,0,7.405091285705566,-19.045063018798828
gue_mouse_0,source,Source scores,353,0,15.3085298538208,-17.432933807373047
gue_mouse_0,source,Source scores,354,0,-9.565634727478027,17.592004776000977
gue_mouse_0,source,Source scores,355,1,-13.43237018585205,14.40379810333252
gue_mouse_0,source,Source scores,356,1,-15.51538372039795,19.475400924682617
gue_mouse_0,source,Source scores,357,0,10.70279312133789,-11.336167335510254
gue_mouse_0,source,Source scores,358,0,12.089642524719238,-21.373729705810547
gue_mouse_0,source,Source scores,359,0,12.172350883483887,-12.401381492614746
gue_mouse_0,source,Source scores,360,1,-15.398137092590332,5.552695274353027
gue_mouse_0,source,Source scores,361,1,-10.266229629516602,12.055924415588379
gue_mouse_0,source,Source scores,362,1,-0.40928834676742554,14.482587814331055
gue_mouse_0,source,Source scores,363,0,-14.305121421813965,13.044435501098633
gue_mouse_0,source,Source scores,364,1,3.7231647968292236,-13.235926628112793
gue_mouse_0,source,Source scores,365,1,-14.171971321105957,12.287223815917969
gue_mouse_0,source,Source scores,366,1,2.2849035263061523,12.92134952545166
gue_mouse_0,source,Source scores,367,0,11.305065155029297,-14.245455741882324
gue_mouse_0,source,Source scores,368,1,-12.988128662109375,0.409765362739563
gue_mouse_0,source,Source scores,369,0,14.892756462097168,-13.994784355163574
gue_mouse_0,source,Source scores,370,0,4.91036319732666,-14.756095886230469
gue_mouse_0,source,Source scores,371,0,5.7778215408325195,-1.7611356973648071
gue_mouse_0,source,Source scores,372,0,19.186660766601562,-2.4130547046661377
gue_mouse_0,source,Source scores,373,1,-19.735275268554688,12.239144325256348
