task_id,method,oof_auc,evaluation_auc,auc_gain_vs_aligned_logistic,anchor_indices,route_nonzero_fraction
gue_human_tf_0,logit_blend_linear_weight_0.55,0.8915029737553193,0.9249599999999999,,,1.0
gue_human_tf_0,probability_blend_linear_weight_0.60,0.8915347422648221,0.92494,,,1.0
gue_human_tf_0,logit_blend_linear_weight_0.60,0.891538733360299,0.92494,,,1.0
gue_human_tf_0,probability_blend_linear_weight_0.65,0.8915627867693674,0.9250360000000001,,,1.0
gue_human_tf_0,logit_blend_linear_weight_0.65,0.8915663924913804,0.9249999999999999,,,1.0
gue_human_tf_0,probability_blend_linear_weight_0.70,0.8915840357279814,0.925016,,,1.0
gue_human_tf_0,logit_blend_linear_weight_0.70,0.8915866684773879,0.9250160000000001,,,1.0
gue_human_tf_0,probability_blend_linear_weight_0.75,0.8915961902544072,0.9249879999999999,,,1.0
gue_human_tf_0,logit_blend_linear_weight_0.75,0.8915979206194156,0.924964,,,1.0
gue_human_tf_0,probability_blend_linear_weight_0.80,0.8915997711751575,0.924916,,,1.0
gue_human_tf_0,logit_blend_linear_weight_0.80,0.8915986532105546,0.924924,,,1.0
gue_human_tf_0,probability_blend_linear_weight_0.85,0.8915900128322496,0.9248999999999999,,,1.0
gue_human_tf_0,logit_blend_linear_weight_0.85,0.8915901482852986,0.924924,,,1.0
gue_human_tf_0,probability_blend_linear_weight_0.90,0.89157558231304,0.924912,,,1.0
gue_human_tf_0,logit_blend_linear_weight_0.90,0.8915752484498904,0.9249279999999999,,,1.0
gue_human_tf_0,probability_blend_linear_weight_0.95,0.8915496478235982,0.9248919999999999,,,1.0
gue_human_tf_0,logit_blend_linear_weight_0.95,0.8915487683326735,0.924912,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.05,0.8831385429502048,0.8976436518823351,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.05,0.8831380663521691,0.8976741350403902,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.10,0.8836859634538907,0.8977838744093889,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.10,0.883696639249888,0.8977533912513336,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.15,0.8842083149009045,0.8978875171467764,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.15,0.8842027863636914,0.8978448407254992,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.20,0.8846753809757888,0.8979667733577199,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.20,0.8846924431854631,0.8978997104099984,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.25,0.885113660529323,0.8980521262002744,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.25,0.88512071418025,0.8979119036732206,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.30,0.8854922700088008,0.8980765127267184,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.30,0.8855063773106545,0.8979667733577198,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.35,0.8858522921648905,0.8982045419905503,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.35,0.8858688777765291,0.8981130925163847,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.40,0.8861747583957748,0.8982045419905502,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.40,0.8861960146681623,0.8981008992531626,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.45,0.8864852143561622,0.8982716049382717,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.45,0.8864939837600172,0.898180155464106,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.50,0.8867480105129902,0.8981374790428288,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.50,0.8867563986384166,0.8981923487273282,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.55,0.8869662924132933,0.898167962200884,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.55,0.886964481340758,0.8980948026215515,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.60,0.8871886730567025,0.8981801554641061,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.60,0.8871960126664507,0.8980948026215515,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.65,0.8873701615886576,0.8982228318853834,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.65,0.8873835063336544,0.8980521262002743,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.70,0.887525723187476,0.8981008992531626,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.70,0.8875297266109753,0.8980765127267185,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.75,0.8876400113964121,0.8978448407254992,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.75,0.8876356266944847,0.8979180003048317,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.80,0.887732662054532,0.8977351013565007,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.80,0.8877156951644649,0.8976985215668343,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.85,0.8878213092891531,0.8974668495656151,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.85,0.8878114913696198,0.8974546563023929,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.90,0.8878506677281459,0.8973144337753391,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.90,0.8878505724085386,0.8972351775643957,,,1.0
gue_mouse_0,probability_blend_linear_weight_0.95,0.8878774525377464,0.8971925011431185,,,1.0
gue_mouse_0,logit_blend_linear_weight_0.95,0.8878766899808894,0.8971742112482852,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.05,0.9859502647909084,0.985586335205223,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.05,0.9859497528829372,0.9855888462767658,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.10,0.9860036958542632,0.9856313062137606,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.10,0.9860035709986603,0.9856291375610646,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.15,0.986051012560388,0.9856614390722732,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.15,0.9860505684311724,0.9856613249326577,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.20,0.9860928186753045,0.9856903163950144,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.20,0.9860927196826482,0.9856941971419441,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.25,0.9861282589381344,0.9857264986531525,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.25,0.9861275098045181,0.9857186230196777,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.30,0.9861581975280131,0.9857389398712505,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.30,0.9861579496004592,0.9857335753093184,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.35,0.9861843583440841,0.9857548052778158,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.35,0.9861825086975126,0.9857494407158837,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.40,0.986205307330568,0.9857752362690042,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.40,0.9862028886991782,0.9857675889147606,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.45,0.9862217561643993,0.9857820846459389,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.45,0.986219182355332,0.9857689585901475,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.50,0.9862331599400557,0.9857752362690043,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.50,0.9862294330003145,0.9857639364470621,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.55,0.9862406503843925,0.9857730676163082,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.55,0.9862348535171238,0.9857511528101174,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.60,0.986242788982502,0.9857641647262931,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.60,0.9862361591499978,0.9857443044331826,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.65,0.9862414530275531,0.9857538921608912,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.65,0.9862318980066425,0.9857393964297128,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.70,0.9862348660026842,0.9857405378258687,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.70,0.9862244905020987,0.9857148564123636,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.75,0.9862224063053592,0.9857153129708259,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.75,0.9862101624298618,0.985694197141944,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.80,0.9862050308645902,0.9856932840250194,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.80,0.9861914661951816,0.9856699995434415,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.85,0.9861811656079578,0.9856602976761174,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.85,0.9861684053653605,0.9856388394283888,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.90,0.9861517549789132,0.9856216043464366,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.90,0.9861409781567477,0.9856068803360272,,,1.0
gue_prom_300_all,probability_blend_linear_weight_0.95,0.9861164511654208,0.9855823403186779,,,1.0
gue_prom_300_all,logit_blend_linear_weight_0.95,0.9861098801934151,0.9855727525909692,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.05,0.9243448526354701,0.9218415013075332,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.05,0.9243448169623966,0.9218482352865982,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.10,0.9244448210728264,0.9219683055573817,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.10,0.9244432068662533,0.9219746971307314,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.15,0.9245362654292845,0.9220879192872118,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.15,0.9245344050785044,0.9221001317577191,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.20,0.9246173574598298,0.9222122125618157,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.20,0.9246147658110441,0.9222259087904221,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.25,0.9246930878274368,0.9223169887106554,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.25,0.924689763096992,0.9223411853811933,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.30,0.9247612225058816,0.9224334066538105,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.30,0.9247580306576356,0.922455320619581,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.35,0.9248200572140804,0.9225290519835792,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.35,0.9248163133250229,0.922553476924594,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.40,0.9248729577065125,0.9226252679895398,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.40,0.9248687028006778,0.922640676246722,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.45,0.9249165680387936,0.9227279326364692,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.45,0.9249119082435754,0.922743169690794,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.50,0.9249544269798093,0.9228127921862103,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.50,0.9249474386247223,0.9228329941234048,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.55,0.9249823625636209,0.9228938282054653,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.55,0.9249758593623325,0.922908779921694,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.60,0.9250039313956497,0.9229659616761261,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.60,0.9249965033699326,0.9229817123390236,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.65,0.925018310319727,0.9230282795162857,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.65,0.9250104586762626,0.9230499652115796,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.70,0.9250265365304624,0.9230899125450148,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.70,0.9250203508195278,0.9231077176422035,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.75,0.9250270029558976,0.9231299740136889,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.75,0.9250188347139064,0.9231460670823015,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.80,0.9250184895769211,0.9231789380309571,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.80,0.9250116804790279,0.923187155768121,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.85,0.9250039697442037,0.9232152330367642,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.85,0.924998377989942,0.9232158037129563,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.90,0.924980311361898,0.9232370328672963,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.90,0.9249755704104377,0.9232390873015872,,,1.0
gue_prom_core_all,probability_blend_linear_weight_0.95,0.9249500855667717,0.9232583761568747,,,1.0
gue_prom_core_all,logit_blend_linear_weight_0.95,0.9249476812016217,0.9232563217225838,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.05,0.8742307887911305,0.8332,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.05,0.8742153500773753,0.833275,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.10,0.8747466234624857,0.832025,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.10,0.8747184705138731,0.8319000000000001,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.15,0.8752243154292689,0.831025,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.15,0.8751938920815745,0.830875,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.20,0.8756311709447039,0.8298,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.20,0.8756289005456223,0.8301,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.25,0.8760375723803228,0.8288249999999999,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.25,0.8760580059720577,0.828925,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.30,0.8763899383177978,0.828075,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.30,0.8763676884067974,0.82825,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.35,0.8767155135461091,0.826975,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.35,0.8767000748323537,0.827025,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.40,0.8769725227221541,0.8255,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.40,0.8769974971120523,0.8257000000000001,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.45,0.8772395216541582,0.82465,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.45,0.8772626797247914,0.8244750000000001,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.50,0.8774125260641814,0.823,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.50,0.87746474524306,0.8226249999999999,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.55,0.8775769029576942,0.8213249999999999,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.55,0.8776164079017152,0.821475,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.60,0.8777176677007579,0.81945,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.60,0.8777871419126568,0.819525,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.65,0.8777885041521059,0.81785,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.65,0.8778502590071273,0.8175499999999999,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.70,0.8777898663915549,0.815975,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.70,0.8778933965896789,0.81585,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.75,0.8777730654383505,0.814325,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.75,0.8778870394722503,0.814175,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.80,0.8776936014704921,0.812025,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.80,0.8778043969456775,0.8121249999999999,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.85,0.8776195864604297,0.810325,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.85,0.8776681730007774,0.8100499999999999,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.90,0.8774892655531419,0.808275,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.90,0.8775351276145916,0.8082,,,1.0
ienhancer_recognition,probability_blend_linear_weight_0.95,0.8773130825844043,0.806325,,,1.0
ienhancer_recognition,logit_blend_linear_weight_0.95,0.8773303376174251,0.8062999999999999,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.05,0.6864887642490245,0.7154,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.05,0.6865541517425767,0.7485999999999999,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.10,0.6904447076089246,0.7309,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.10,0.6904392586511287,0.7934,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.15,0.69442971207707,0.7473,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.15,0.6945241606788675,0.8376000000000001,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.20,0.6984564918883182,0.7622,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.20,0.698656287007505,0.8770000000000001,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.25,0.7024469453142597,0.7775000000000001,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.25,0.7024033536518914,0.9091,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.30,0.7062339709824834,0.7948000000000001,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.30,0.7060414411403579,0.9382999999999999,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.35,0.7098756911094803,0.8134,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.35,0.709726752929723,0.958,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.40,0.7133993504842308,0.834,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.40,0.7133230650750866,0.9726,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.45,0.7167613574443661,0.8553,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.45,0.7165633786444446,0.9835,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.50,0.7197782637440879,0.8773,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.50,0.719751018955108,0.9903,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.55,0.7225081915998867,0.8988,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.55,0.7224119266788239,0.9948,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.60,0.7250601201676825,0.9199999999999999,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.60,0.7248403455365771,0.9973,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.65,0.7273868251465769,0.9410000000000001,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.65,0.7273396008456783,0.9985999999999999,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.70,0.7296844690172261,0.9611000000000001,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.70,0.7295482450723259,0.9994999999999999,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.75,0.7315843389687665,0.9762000000000001,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.75,0.7312900952477823,0.9997,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.80,0.733088251320464,0.989,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.80,0.7329120683517266,0.9999,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.85,0.7345067966666909,0.9957999999999999,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.85,0.7343360626557494,1.0,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.90,0.7356855878698935,0.9992,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.90,0.7356583430809133,1.0,,,1.0
ienhancer_strength,probability_blend_linear_weight_0.95,0.7366954613814198,0.9999,,,1.0
ienhancer_strength,logit_blend_linear_weight_0.95,0.7366791145080318,1.0,,,1.0
ipromoter_hs_notata,probability_blend_linear_weight_0.05,0.9711890994846711,0.90990784,,,1.0
ipromoter_hs_notata,logit_blend_linear_weight_0.05,0.97119201240283,0.90980496,,,1.0
ipromoter_hs_notata,probability_blend_linear_weight_0.10,0.9712407502838678,0.90973088,,,1.0
ipromoter_hs_notata,logit_blend_linear_weight_0.10,0.9712477312429034,0.90953792,,,1.0
ipromoter_hs_notata,probability_blend_linear_weight_0.15,0.9712820639357149,0.9095504000000001,,,1.0
ipromoter_hs_notata,logit_blend_linear_weight_0.15,0.9712931915451132,0.90924304,,,1.0
ipromoter_hs_notata,probability_blend_linear_weight_0.20,0.9713127696742072,0.9093380799999999,,,1.0
ipromoter_hs_notata,logit_blend_linear_weight_0.20,0.9713279456721112,0.9088868800000001,,,1.0
ipromoter_hs_notata,probability_blend_linear_weight_0.25,0.9713350139750196,0.90911224,,,1.0
ipromoter_hs_notata,logit_blend_linear_weight_0.25,0.9713537492357411,0.90849152,,,1.0
ipromoter_hs_notata,probability_blend_linear_weight_0.30,0.971347951786182,0.9088297600000002,,,1.0
ipromoter_hs_notata,logit_blend_linear_weight_0.30,0.971369165429295,0.9080073600000002,,,1.0
ipromoter_hs_notata,probability_blend_linear_weight_0.35,0.9713511027163946,0.90848496,,,1.0
ipromoter_hs_notata,logit_blend_linear_weight_0.35,0.9713730609660233,0.90740144,,,1.0
ipromoter_hs_notata,probability_blend_linear_weight_0.40,0.971344824875535,0.9080982400000002,,,1.0
ipromoter_hs_notata,logit_blend_linear_weight_0.40,0.9713695213555769,0.9067135999999999,,,1.0
ipromoter_hs_notata,probability_blend_linear_weight_0.45,0.9713304218709058,0.90764672,,,1.0
ipromoter_hs_notata,logit_blend_linear_weight_0.45,0.9713554502576643,0.9060038399999999,,,1.0
ipromoter_hs_notata,probability_blend_linear_weight_0.50,0.9713060169010395,0.90717528,,,1.0
ipromoter_hs_notata,logit_blend_linear_weight_0.50,0.9713320486505371,0.9052368,,,1.0
ipromoter_hs_notata,probability_blend_linear_weight_0.55,0.9712716394444931,0.9066332799999999,,,1.0
